coin,date_start,date_end,n_test,target,model,acc,f1
ETH,2024-11-21 00:00:00+00:00,2024-12-20 00:00:00+00:00,30,target_direction,Transformer,0.4,0.47058823529411764
ETH,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
ETH,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,Transformer,0.5,0.6153846153846154
ETH,2025-01-20 00:00:00+00:00,2025-02-18 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
ETH,2025-01-20 00:00:00+00:00,2025-02-18 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6060606060606061
ETH,2025-02-19 00:00:00+00:00,2025-03-20 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
ETH,2025-02-19 00:00:00+00:00,2025-03-20 00:00:00+00:00,30,target_direction,Transformer,0.4,0.4375
ETH,2025-03-21 00:00:00+00:00,2025-04-19 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
ETH,2025-03-21 00:00:00+00:00,2025-04-19 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5945945945945946
ETH,2025-04-20 00:00:00+00:00,2025-05-19 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
ETH,2025-04-20 00:00:00+00:00,2025-05-19 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.5806451612903226
ETH,2025-05-20 00:00:00+00:00,2025-06-18 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
ETH,2025-05-20 00:00:00+00:00,2025-06-18 00:00:00+00:00,30,target_direction,Transformer,0.3,0.43243243243243246
ETH,2025-06-19 00:00:00+00:00,2025-07-18 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
ETH,2025-06-19 00:00:00+00:00,2025-07-18 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.5
ETH,2025-07-19 00:00:00+00:00,2025-08-17 00:00:00+00:00,30,target_direction,LSTM,0.5666666666666667,0.723404255319149
ETH,2025-07-19 00:00:00+00:00,2025-08-17 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.48484848484848486
ETH,2025-08-18 00:00:00+00:00,2025-09-16 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
ETH,2025-08-18 00:00:00+00:00,2025-09-16 00:00:00+00:00,30,target_direction,Transformer,0.3333333333333333,0.09090909090909091
ETH,2025-09-17 00:00:00+00:00,2025-10-16 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
ETH,2025-09-17 00:00:00+00:00,2025-10-16 00:00:00+00:00,30,target_direction,Transformer,0.4,0.5263157894736842
ETH,2025-10-17 00:00:00+00:00,2025-11-15 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
ETH,2025-10-17 00:00:00+00:00,2025-11-15 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6285714285714286
ETH,2025-11-16 00:00:00+00:00,2025-12-15 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
ETH,2025-11-16 00:00:00+00:00,2025-12-15 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6666666666666666
ETH,2025-12-16 00:00:00+00:00,2026-01-14 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
ETH,2025-12-16 00:00:00+00:00,2026-01-14 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.5882352941176471
ETH,2026-01-15 00:00:00+00:00,2026-02-13 00:00:00+00:00,30,target_direction,LSTM,0.4,0.5714285714285714
ETH,2026-01-15 00:00:00+00:00,2026-02-13 00:00:00+00:00,30,target_direction,Transformer,0.3333333333333333,0.4444444444444444
ETH,2026-02-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
ETH,2026-02-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.5789473684210527
ETH,2026-03-16 00:00:00+00:00,2026-04-14 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
ETH,2026-03-16 00:00:00+00:00,2026-04-14 00:00:00+00:00,30,target_direction,Transformer,0.4,0.5
BNB,2021-04-11 00:00:00+00:00,2021-05-10 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2021-04-11 00:00:00+00:00,2021-05-10 00:00:00+00:00,30,target_direction,Transformer,0.5,0.6341463414634146
BNB,2021-05-11 00:00:00+00:00,2021-06-09 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
BNB,2021-05-11 00:00:00+00:00,2021-06-09 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.6046511627906976
BNB,2021-06-10 00:00:00+00:00,2021-07-09 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2021-06-10 00:00:00+00:00,2021-07-09 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.6190476190476191
BNB,2021-07-10 00:00:00+00:00,2021-08-08 00:00:00+00:00,30,target_direction,LSTM,0.6666666666666666,0.8
BNB,2021-07-10 00:00:00+00:00,2021-08-08 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6829268292682927
BNB,2021-08-09 00:00:00+00:00,2021-09-07 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2021-08-09 00:00:00+00:00,2021-09-07 00:00:00+00:00,30,target_direction,Transformer,0.6,0.6842105263157895
BNB,2021-09-08 00:00:00+00:00,2021-10-07 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2021-09-08 00:00:00+00:00,2021-10-07 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.6111111111111112
BNB,2021-10-08 00:00:00+00:00,2021-11-06 00:00:00+00:00,30,target_direction,LSTM,0.6666666666666666,0.8
BNB,2021-10-08 00:00:00+00:00,2021-11-06 00:00:00+00:00,30,target_direction,Transformer,0.36666666666666664,0.45714285714285713
BNB,2021-11-07 00:00:00+00:00,2021-12-06 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2021-11-07 00:00:00+00:00,2021-12-06 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.5142857142857142
BNB,2021-12-07 00:00:00+00:00,2022-01-05 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2021-12-07 00:00:00+00:00,2022-01-05 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.5294117647058824
BNB,2022-01-06 00:00:00+00:00,2022-02-04 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
BNB,2022-01-06 00:00:00+00:00,2022-02-04 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5454545454545454
BNB,2022-02-05 00:00:00+00:00,2022-03-06 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2022-02-05 00:00:00+00:00,2022-03-06 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.5882352941176471
BNB,2022-03-07 00:00:00+00:00,2022-04-05 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
BNB,2022-03-07 00:00:00+00:00,2022-04-05 00:00:00+00:00,30,target_direction,Transformer,0.6,0.7272727272727273
BNB,2022-04-06 00:00:00+00:00,2022-05-05 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
BNB,2022-04-06 00:00:00+00:00,2022-05-05 00:00:00+00:00,30,target_direction,Transformer,0.3,0.3225806451612903
BNB,2022-05-06 00:00:00+00:00,2022-06-04 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2022-05-06 00:00:00+00:00,2022-06-04 00:00:00+00:00,30,target_direction,Transformer,0.6,0.6666666666666666
BNB,2022-06-05 00:00:00+00:00,2022-07-04 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
BNB,2022-06-05 00:00:00+00:00,2022-07-04 00:00:00+00:00,30,target_direction,Transformer,0.36666666666666664,0.45714285714285713
BNB,2022-07-05 00:00:00+00:00,2022-08-03 00:00:00+00:00,30,target_direction,LSTM,0.5666666666666667,0.723404255319149
BNB,2022-07-05 00:00:00+00:00,2022-08-03 00:00:00+00:00,30,target_direction,Transformer,0.4,0.47058823529411764
BNB,2022-08-04 00:00:00+00:00,2022-09-02 00:00:00+00:00,30,target_direction,LSTM,0.36666666666666664,0.5365853658536586
BNB,2022-08-04 00:00:00+00:00,2022-09-02 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.46153846153846156
BNB,2022-09-03 00:00:00+00:00,2022-10-02 00:00:00+00:00,30,target_direction,LSTM,0.5666666666666667,0.723404255319149
BNB,2022-09-03 00:00:00+00:00,2022-10-02 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.6111111111111112
BNB,2022-10-03 00:00:00+00:00,2022-11-01 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2022-10-03 00:00:00+00:00,2022-11-01 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.5142857142857142
BNB,2022-11-02 00:00:00+00:00,2022-12-01 00:00:00+00:00,30,target_direction,LSTM,0.4,0.5714285714285714
BNB,2022-11-02 00:00:00+00:00,2022-12-01 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.5555555555555556
BNB,2022-12-02 00:00:00+00:00,2022-12-31 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
BNB,2022-12-02 00:00:00+00:00,2022-12-31 00:00:00+00:00,30,target_direction,Transformer,0.6,0.6
BNB,2023-01-01 00:00:00+00:00,2023-01-30 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
BNB,2023-01-01 00:00:00+00:00,2023-01-30 00:00:00+00:00,30,target_direction,Transformer,0.7,0.7272727272727273
BNB,2023-01-31 00:00:00+00:00,2023-03-01 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2023-01-31 00:00:00+00:00,2023-03-01 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5161290322580645
BNB,2023-03-02 00:00:00+00:00,2023-03-31 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2023-03-02 00:00:00+00:00,2023-03-31 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.45161290322580644
BNB,2023-04-01 00:00:00+00:00,2023-04-30 00:00:00+00:00,30,target_direction,LSTM,0.5666666666666667,0.723404255319149
BNB,2023-04-01 00:00:00+00:00,2023-04-30 00:00:00+00:00,30,target_direction,Transformer,0.6333333333333333,0.7027027027027027
BNB,2023-05-01 00:00:00+00:00,2023-05-30 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2023-05-01 00:00:00+00:00,2023-05-30 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.6111111111111112
BNB,2023-05-31 00:00:00+00:00,2023-06-29 00:00:00+00:00,30,target_direction,LSTM,0.4,0.5714285714285714
BNB,2023-05-31 00:00:00+00:00,2023-06-29 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.45161290322580644
BNB,2023-06-30 00:00:00+00:00,2023-07-29 00:00:00+00:00,30,target_direction,LSTM,0.6,0.75
BNB,2023-06-30 00:00:00+00:00,2023-07-29 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6976744186046512
BNB,2023-07-30 00:00:00+00:00,2023-08-28 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2023-07-30 00:00:00+00:00,2023-08-28 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5454545454545454
BNB,2023-08-29 00:00:00+00:00,2023-09-27 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2023-08-29 00:00:00+00:00,2023-09-27 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.48484848484848486
BNB,2023-09-28 00:00:00+00:00,2023-10-27 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2023-09-28 00:00:00+00:00,2023-10-27 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.5294117647058824
BNB,2023-10-28 00:00:00+00:00,2023-11-26 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
BNB,2023-10-28 00:00:00+00:00,2023-11-26 00:00:00+00:00,30,target_direction,Transformer,0.7,0.7567567567567568
BNB,2023-11-27 00:00:00+00:00,2023-12-26 00:00:00+00:00,30,target_direction,LSTM,0.5666666666666667,0.723404255319149
BNB,2023-11-27 00:00:00+00:00,2023-12-26 00:00:00+00:00,30,target_direction,Transformer,0.5,0.6341463414634146
BNB,2023-12-27 00:00:00+00:00,2024-01-25 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2023-12-27 00:00:00+00:00,2024-01-25 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6486486486486487
BNB,2024-01-26 00:00:00+00:00,2024-02-24 00:00:00+00:00,30,target_direction,LSTM,0.6,0.75
BNB,2024-01-26 00:00:00+00:00,2024-02-24 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.45161290322580644
BNB,2024-02-25 00:00:00+00:00,2024-03-25 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
BNB,2024-02-25 00:00:00+00:00,2024-03-25 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5945945945945946
BNB,2024-03-26 00:00:00+00:00,2024-04-24 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2024-03-26 00:00:00+00:00,2024-04-24 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.6111111111111112
BNB,2024-04-25 00:00:00+00:00,2024-05-24 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
BNB,2024-04-25 00:00:00+00:00,2024-05-24 00:00:00+00:00,30,target_direction,Transformer,0.36666666666666664,0.5128205128205128
BNB,2024-05-25 00:00:00+00:00,2024-06-23 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2024-05-25 00:00:00+00:00,2024-06-23 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5945945945945946
BNB,2024-06-24 00:00:00+00:00,2024-07-23 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2024-06-24 00:00:00+00:00,2024-07-23 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.5806451612903226
BNB,2024-07-24 00:00:00+00:00,2024-08-22 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2024-07-24 00:00:00+00:00,2024-08-22 00:00:00+00:00,30,target_direction,Transformer,0.6666666666666666,0.7368421052631579
BNB,2024-08-23 00:00:00+00:00,2024-09-21 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2024-08-23 00:00:00+00:00,2024-09-21 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.42857142857142855
BNB,2024-09-22 00:00:00+00:00,2024-10-21 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2024-09-22 00:00:00+00:00,2024-10-21 00:00:00+00:00,30,target_direction,Transformer,0.3333333333333333,0.375
BNB,2024-10-22 00:00:00+00:00,2024-11-20 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2024-10-22 00:00:00+00:00,2024-11-20 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.4666666666666667
BNB,2024-11-21 00:00:00+00:00,2024-12-20 00:00:00+00:00,30,target_direction,LSTM,0.5666666666666667,0.723404255319149
BNB,2024-11-21 00:00:00+00:00,2024-12-20 00:00:00+00:00,30,target_direction,Transformer,0.43333333333333335,0.5641025641025641
BNB,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.6111111111111112
BNB,2025-01-20 00:00:00+00:00,2025-02-18 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2025-01-20 00:00:00+00:00,2025-02-18 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.5882352941176471
BNB,2025-02-19 00:00:00+00:00,2025-03-20 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2025-02-19 00:00:00+00:00,2025-03-20 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6486486486486487
BNB,2025-03-21 00:00:00+00:00,2025-04-19 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2025-03-21 00:00:00+00:00,2025-04-19 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.5555555555555556
BNB,2025-04-20 00:00:00+00:00,2025-05-19 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2025-04-20 00:00:00+00:00,2025-05-19 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.631578947368421
BNB,2025-05-20 00:00:00+00:00,2025-06-18 00:00:00+00:00,30,target_direction,LSTM,0.6666666666666666,0.8
BNB,2025-05-20 00:00:00+00:00,2025-06-18 00:00:00+00:00,30,target_direction,Transformer,0.6,0.7272727272727273
BNB,2025-06-19 00:00:00+00:00,2025-07-18 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
BNB,2025-06-19 00:00:00+00:00,2025-07-18 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5945945945945946
BNB,2025-07-19 00:00:00+00:00,2025-08-17 00:00:00+00:00,30,target_direction,LSTM,0.6,0.75
BNB,2025-07-19 00:00:00+00:00,2025-08-17 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6486486486486487
BNB,2025-08-18 00:00:00+00:00,2025-09-16 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
BNB,2025-08-18 00:00:00+00:00,2025-09-16 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.46153846153846156
BNB,2025-09-17 00:00:00+00:00,2025-10-16 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
BNB,2025-09-17 00:00:00+00:00,2025-10-16 00:00:00+00:00,30,target_direction,Transformer,0.5,0.6341463414634146
BNB,2025-10-17 00:00:00+00:00,2025-11-15 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2025-10-17 00:00:00+00:00,2025-11-15 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5714285714285714
BNB,2025-11-16 00:00:00+00:00,2025-12-15 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2025-11-16 00:00:00+00:00,2025-12-15 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5714285714285714
BNB,2025-12-16 00:00:00+00:00,2026-01-14 00:00:00+00:00,30,target_direction,LSTM,0.6666666666666666,0.8
BNB,2025-12-16 00:00:00+00:00,2026-01-14 00:00:00+00:00,30,target_direction,Transformer,0.7333333333333333,0.8095238095238095
BNB,2026-01-15 00:00:00+00:00,2026-02-13 00:00:00+00:00,30,target_direction,LSTM,0.36666666666666664,0.5365853658536586
BNB,2026-01-15 00:00:00+00:00,2026-02-13 00:00:00+00:00,30,target_direction,Transformer,0.3,0.3225806451612903
BNB,2026-02-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
BNB,2026-02-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,30,target_direction,Transformer,0.6,0.7272727272727273
BNB,2026-03-16 00:00:00+00:00,2026-04-14 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
BNB,2026-03-16 00:00:00+00:00,2026-04-14 00:00:00+00:00,30,target_direction,Transformer,0.5666666666666667,0.6060606060606061
SOL,2021-04-11 00:00:00+00:00,2021-05-10 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
SOL,2021-04-11 00:00:00+00:00,2021-05-10 00:00:00+00:00,30,target_direction,Transformer,0.26666666666666666,0.21428571428571427
SOL,2021-05-11 00:00:00+00:00,2021-06-09 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
SOL,2021-05-11 00:00:00+00:00,2021-06-09 00:00:00+00:00,30,target_direction,Transformer,0.6,0.7142857142857143
SOL,2021-06-10 00:00:00+00:00,2021-07-09 00:00:00+00:00,30,target_direction,LSTM,0.6,0.75
SOL,2021-06-10 00:00:00+00:00,2021-07-09 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.38461538461538464
SOL,2021-07-10 00:00:00+00:00,2021-08-08 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
SOL,2021-07-10 00:00:00+00:00,2021-08-08 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.6111111111111112
SOL,2021-08-09 00:00:00+00:00,2021-09-07 00:00:00+00:00,30,target_direction,LSTM,0.7333333333333333,0.8461538461538461
SOL,2021-08-09 00:00:00+00:00,2021-09-07 00:00:00+00:00,30,target_direction,Transformer,0.6,0.6842105263157895
SOL,2021-09-08 00:00:00+00:00,2021-10-07 00:00:00+00:00,30,target_direction,LSTM,0.36666666666666664,0.5365853658536586
SOL,2021-09-08 00:00:00+00:00,2021-10-07 00:00:00+00:00,30,target_direction,Transformer,0.5,0.4827586206896552
SOL,2021-10-08 00:00:00+00:00,2021-11-06 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.7755102040816326
SOL,2021-10-08 00:00:00+00:00,2021-11-06 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.5294117647058824
SOL,2021-11-07 00:00:00+00:00,2021-12-06 00:00:00+00:00,30,target_direction,LSTM,0.4,0.5714285714285714
SOL,2021-11-07 00:00:00+00:00,2021-12-06 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.5
SOL,2021-12-07 00:00:00+00:00,2022-01-05 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
SOL,2021-12-07 00:00:00+00:00,2022-01-05 00:00:00+00:00,30,target_direction,Transformer,0.23333333333333334,0.20689655172413793
SOL,2022-01-06 00:00:00+00:00,2022-02-04 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
SOL,2022-01-06 00:00:00+00:00,2022-02-04 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5454545454545454
SOL,2022-02-05 00:00:00+00:00,2022-03-06 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
SOL,2022-02-05 00:00:00+00:00,2022-03-06 00:00:00+00:00,30,target_direction,Transformer,0.5,0.4444444444444444
SOL,2022-03-07 00:00:00+00:00,2022-04-05 00:00:00+00:00,30,target_direction,LSTM,0.6666666666666666,0.8
SOL,2022-03-07 00:00:00+00:00,2022-04-05 00:00:00+00:00,30,target_direction,Transformer,0.5,0.6511627906976745
SOL,2022-04-06 00:00:00+00:00,2022-05-05 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.6046511627906976
SOL,2022-04-06 00:00:00+00:00,2022-05-05 00:00:00+00:00,30,target_direction,Transformer,0.3333333333333333,0.2857142857142857
SOL,2022-05-06 00:00:00+00:00,2022-06-04 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.6363636363636364
SOL,2022-05-06 00:00:00+00:00,2022-06-04 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.631578947368421
SOL,2022-06-05 00:00:00+00:00,2022-07-04 00:00:00+00:00,30,target_direction,LSTM,0.5,0.6666666666666666
SOL,2022-06-05 00:00:00+00:00,2022-07-04 00:00:00+00:00,30,target_direction,Transformer,0.3333333333333333,0.3333333333333333
SOL,2022-07-05 00:00:00+00:00,2022-08-03 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.5882352941176471
SOL,2022-07-05 00:00:00+00:00,2022-08-03 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.46153846153846156
SOL,2022-08-04 00:00:00+00:00,2022-09-02 00:00:00+00:00,30,target_direction,LSTM,0.7,0.64
SOL,2022-08-04 00:00:00+00:00,2022-09-02 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.42857142857142855
SOL,2022-09-03 00:00:00+00:00,2022-10-02 00:00:00+00:00,30,target_direction,LSTM,0.43333333333333335,0.5853658536585366
SOL,2022-09-03 00:00:00+00:00,2022-10-02 00:00:00+00:00,30,target_direction,Transformer,0.6666666666666666,0.6875
SOL,2022-10-03 00:00:00+00:00,2022-11-01 00:00:00+00:00,30,target_direction,LSTM,0.5,0.5454545454545454
SOL,2022-10-03 00:00:00+00:00,2022-11-01 00:00:00+00:00,30,target_direction,Transformer,0.4666666666666667,0.42857142857142855
SOL,2022-11-02 00:00:00+00:00,2022-12-01 00:00:00+00:00,30,target_direction,LSTM,0.4,0.5714285714285714
SOL,2022-11-02 00:00:00+00:00,2022-12-01 00:00:00+00:00,30,target_direction,Transformer,0.5,0.5161290322580645
SOL,2022-12-02 00:00:00+00:00,2022-12-31 00:00:00+00:00,30,target_direction,LSTM,0.6666666666666666,0.2857142857142857
SOL,2022-12-02 00:00:00+00:00,2022-12-31 00:00:00+00:00,30,target_direction,Transformer,0.5,0.4827586206896552
SOL,2023-01-01 00:00:00+00:00,2023-01-30 00:00:00+00:00,30,target_direction,LSTM,0.5333333333333333,0.6956521739130435
SOL,2023-01-01 00:00:00+00:00,2023-01-30 00:00:00+00:00,30,target_direction,Transformer,0.6333333333333333,0.6451612903225806
SOL,2023-01-31 00:00:00+00:00,2023-03-01 00:00:00+00:00,30,target_direction,LSTM,0.6,0.6
SOL,2023-01-31 00:00:00+00:00,2023-03-01 00:00:00+00:00,30,target_direction,Transformer,0.5,0.4827586206896552
SOL,2023-03-02 00:00:00+00:00,2023-03-31 00:00:00+00:00,30,target_direction,LSTM,0.6,0.5384615384615384
SOL,2023-03-02 00:00:00+00:00,2023-03-31 00:00:00+00:00,30,target_direction,Transformer,0.4,0.35714285714285715
SOL,2023-04-01 00:00:00+00:00,2023-04-30 00:00:00+00:00,30,target_direction,LSTM,0.4666666666666667,0.0
SOL,2023-04-01 00:00:00+00:00,2023-04-30 00:00:00+00:00,30,target_direction,Transformer,0.5333333333333333,0.5
SOL,2023-05-01 00:00:00+00:00,2023-05-30 00:00:00+00:00,30,target_direction,LSTM,0.6,0.4
SOL,2023-05-01 00:00:00+00:00,2023-05-30 00:00:00+00:00,30,target_direction,Transformer,0.5,0.4827586206896552
SOL,2023-05-31 00:00:00+00:00,2023-06-29 00:00:00+00:00,30,target_direction,LSTM,0.5,0.4
SOL,2023-05-31 00:00:00+00:00,2023-06-29 00:00:00+00:00,30,target_direction,Transformer,0.6666666666666666,0.6875
SOL,2023-06-30 00:00:00+00:00,2023-07-29 00:00:00+00:00,30,target_direction,LSTM,0.6,0.25
SOL,2023-06-30 00:00:00+00:00,2023-07-29 00:00:00+00:00,30,target_direction,Transformer,0.4,0.3076923076923077
SOL,2023-07-30 00:00:00+00:00,2023-08-28 00:00:00+00:00,30,target_direction,LSTM,0.6333333333333333,0.26666666666666666
