coin,date_start,date_end,n_test,target,model,acc,auc,f1
BTC,2024-10-22 00:00:00+00:00,2024-11-20 00:00:00+00:00,30,target_direction,GARCH11_directional,0.6,0.0,0.75
BTC,2024-11-21 00:00:00+00:00,2024-12-20 00:00:00+00:00,30,target_direction,Naive_Persistence,0.3333333333333333,0.09502262443438914,0.4117647058823529
BTC,2024-11-21 00:00:00+00:00,2024-12-20 00:00:00+00:00,30,target_direction,Naive_Majority,0.5666666666666667,0.5,0.723404255319149
BTC,2024-11-21 00:00:00+00:00,2024-12-20 00:00:00+00:00,30,target_direction,Random_Walk,0.5666666666666667,0.3257918552036199,0.5806451612903226
BTC,2024-11-21 00:00:00+00:00,2024-12-20 00:00:00+00:00,30,target_direction,GARCH11_directional,0.5666666666666667,0.0,0.723404255319149
BTC,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,Naive_Persistence,0.5666666666666667,0.3125,0.6060606060606061
BTC,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,Naive_Majority,0.5333333333333333,0.5,0.6956521739130435
BTC,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,Random_Walk,0.4666666666666667,0.20089285714285715,0.38461538461538464
BTC,2024-12-21 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,target_direction,GARCH11_directional,0.5333333333333333,0.0,0.6956521739130435
BTC,2025-01-20 00:00:00+00:00,2025-02-18 00:00:00+00:00,30,target_direction,Naive_Persistence,0.5333333333333333,0.25462962962962965,0.4166666666666667
