date,ADA,BNB,BTC,DOGE,ETH,LTC,SOL,XRP
2020-04-11 00:00:00+00:00,0.01109623021104286,0.007973945839144115,0.001614346086494225,-0.01207258123426936,0.0024628221219949414,0.005651062837058802,-0.17480982378700854,0.0063694482854799285
2020-04-12 00:00:00+00:00,0.0002981959169256812,0.031974304632514106,0.003790935288868266,0.028437935320533625,0.0016385181381987895,-0.012760097516165261,0.10209418109551022,0.0036968618813262026
2020-04-13 00:00:00+00:00,-0.010188880472619927,0.05178268510588586,-0.007889280812173651,-0.03554817350303815,-0.012673637729615057,-0.01751274216751919,-0.12762748310067507,-0.007938649789689218
2020-04-14 00:00:00+00:00,-0.0021106596106383463,0.03714992206163769,0.002912905377045481,0.02417036092781297,0.011602602818600235,-0.001210800486947307,-0.15380762665065212,-0.010683862308312577
2020-04-15 00:00:00+00:00,-0.039401834293632074,-0.06954141785287325,-0.037001833091670544,-0.015543055450555851,-0.036591796595461364,-0.04916581019412219,-0.04323837700848983,-0.03109058707003112
2020-04-16 00:00:00+00:00,0.07730983779121657,0.07655451640874501,0.07060656268771628,0.028395432067847812,0.12093109103324845,0.08064945036475377,0.08208964340408224,0.05497073483343785
2020-04-17 00:00:00+00:00,0.002032225986103135,-0.004457186621327733,-0.010942987319333554,0.010747538723581534,-0.010542047018227425,-0.008015130131939347,-0.05534305404447085,-0.011073142407016352
2020-04-18 00:00:00+00:00,0.05966879461182833,0.06066216005852335,0.03177156784923722,0.015429428564861633,0.09520904038887777,0.04557282162611742,0.03463354914637528,0.037465359897053005
2020-04-19 00:00:00+00:00,-0.02742174311763409,-0.0348339526756325,-0.01825548347123204,-0.006239521082744381,-0.04091072172851174,-0.04462652394490299,-0.1152993850709625,-0.03376067188113285
2020-04-20 00:00:00+00:00,-0.045971898270582366,-0.07086028566174676,-0.04156922530308659,-0.013572675637212506,-0.05511837493875007,-0.04819918253176001,-0.12602344345045188,-0.039875972691200516
2020-04-21 00:00:00+00:00,0.018354484675130366,0.00930239266231341,0.0018485049315211913,-0.010795001786899664,0.0022243043588841237,0.00938510222772197,0.08242072725624343,0.010391124397510087
2020-04-22 00:00:00+00:00,0.05667715871732448,0.04145671367834613,0.04007535292059768,0.005412067330669912,0.06775645677563198,0.029549255747732806,0.17802258452158007,0.023657017229692694
2020-04-23 00:00:00+00:00,0.10822057889445291,0.018856624088882577,0.048398946516701576,0.011707450794235286,0.01469856971201826,0.02637929691149214,-0.08694566490055303,0.0225909265765596
2020-04-24 00:00:00+00:00,0.02035447058669363,-0.006872879287761952,0.002692236748008144,0.0024218951048630304,0.010337808662653152,0.034947030077234174,-0.017820678445886036,0.0031120357066298002
2020-04-25 00:00:00+00:00,0.010736116483337332,0.018018505502678212,0.004978637255950086,0.024373966479583585,0.0353375161706448,-0.00224719195690461,0.03362324463699856,0.0077379803174359415
2020-04-26 00:00:00+00:00,0.08612108996165908,0.010413570368467637,0.020256105159345113,0.13164103289335385,0.016376663734268368,0.0035930871802597486,-0.015014357748003127,0.009716261557411336
2020-04-27 00:00:00+00:00,0.014052766118492857,0.0,0.01111268889705736,-0.028123574395792876,-0.004615431823178997,-0.0011214535211447037,-0.10141132569982579,0.0065939878792958175
2020-04-28 00:00:00+00:00,0.008976337253863646,-0.0036630077587370352,-0.003484756606142517,-0.02325686216426712,0.0008638431391626407,0.026792259046522205,0.13366218281544473,0.083381608939051
2020-04-29 00:00:00+00:00,0.09240460875291034,0.06224230887722079,0.09792296924427968,0.05674680650752691,0.0907376642706821,0.06492079457695327,0.13068557109830675,0.05343054372593428
2020-04-30 00:00:00+00:00,-0.08182249942237334,-0.023256862164267235,-0.016921032888910333,0.01430639565123793,-0.04332225707295602,-0.05060384721067365,-0.0773574244118017,-0.06937087186945269
2020-05-01 00:00:00+00:00,0.07129198089423963,0.025553074424617486,0.02193521387622992,0.011299555253933247,0.027330893716971266,0.014114862223632937,0.04732187177755029,0.02933854196642988
2020-05-02 00:00:00+00:00,-0.0007844675828848065,0.006287531431041168,0.017068133292778696,0.011570047280576005,0.009149194653588082,0.044442529514645904,-0.02359291394862609,0.027163281654134883
2020-05-03 00:00:00+00:00,-0.039621028701466984,-0.024806579198278722,-0.008264666933872272,0.009081997272092933,-0.01881110556532493,-0.021974392769543636,-0.03903426352097917,-0.02030297576357913
2020-05-04 00:00:00+00:00,0.011769616381999276,-0.005270876038999167,-0.0028714652050129868,-0.039692522551040194,-0.016120095757922323,-0.022892945587514642,-0.016140129744942326,-0.005942874633546608
2020-05-05 00:00:00+00:00,-0.0008072654323362538,-0.0070713317641080626,0.016537330998643008,0.0020429016298001094,-0.006453357023418768,-0.010249929584345431,-0.03865362513497997,-0.004135085147802879
2020-05-06 00:00:00+00:00,-0.009330696498334234,-0.031844084485565666,0.013578863370389896,0.024593055618812417,-0.03139858931406631,-0.034723436058385675,-0.043443737052220883,-0.02470412278552695
2020-05-07 00:00:00+00:00,0.04463781485206143,0.03891541624967362,0.08847454804631377,0.03943513123873674,0.06429361471885703,0.053435442792906795,-0.013541278779545054,0.032043605273572605
2020-05-08 00:00:00+00:00,0.015279283805447682,0.0076045993852192125,-0.01936136157867654,-0.0034515854017564056,-0.003964513404829929,0.005462198454578381,-0.0059308246332753604,0.0
2020-05-09 00:00:00+00:00,-0.011388985181827384,-0.020607146639292043,-0.027604804307843286,-0.012758727105299954,-0.0060239717324919,-0.016263955497964045,-0.0024815961118202913,-0.010567523105281607
2020-05-10 00:00:00+00:00,-0.07747369436075964,-0.09151015148141403,-0.088268259414934,-0.01964699738379642,-0.11306039264567176,-0.10948599273736166,-0.10910373199944827,-0.09185196310136796
2020-05-11 00:00:00+00:00,0.006065060942579207,-0.016431523159352625,-0.019206632046957408,-0.03308087046425215,-0.010442141522904088,-0.013394125139817102,-0.04341942860727143,-0.022012662562758918
