coin,date,PE,NE,spectral_gap,spectral_radius,second_eigenvalue,mixing_rate
ADA,2023-09-22 00:00:00+00:00,0.9960975777558868,0.9958793198369619,0.5528702994830147,0.9999999999999987,0.447129700516984,0.447129700516984
ADA,2023-10-22 00:00:00+00:00,0.9919980217784206,0.992787193373692,0.5589824042164158,0.9999999999999991,0.4410175957835833,0.4410175957835833
ADA,2023-11-21 00:00:00+00:00,0.9912242905158852,0.9910140491407492,0.5560669712494064,1.000000000000001,0.4439330287505947,0.4439330287505947
ADA,2023-12-21 00:00:00+00:00,0.9982675238120886,0.9984613045490923,0.4430133794048271,0.9999999999999987,0.5569866205951716,0.5569866205951716
ADA,2024-01-20 00:00:00+00:00,0.9971225693501334,0.9969584739806477,0.461524052420377,0.9999999999999988,0.5384759475796218,0.5384759475796218
ADA,2024-02-19 00:00:00+00:00,0.9930808897862294,0.9937041883170636,0.49428971630887886,0.999999999999999,0.5057102836911201,0.5057102836911201
ADA,2024-03-20 00:00:00+00:00,0.9909064081680402,0.9916856402791155,0.4673740444561938,0.9999999999999998,0.532625955543806,0.532625955543806
ADA,2024-04-19 00:00:00+00:00,0.9938065609626889,0.9925836294796093,0.44004302201671397,1.0000000000000009,0.5599569779832869,0.5599569779832869
ADA,2024-05-19 00:00:00+00:00,0.9885767097299479,0.9886082549100971,0.4851485222628742,0.9999999999999998,0.5148514777371256,0.5148514777371256
ADA,2024-06-18 00:00:00+00:00,0.9895897900120564,0.9891424027263377,0.5694757646433867,1.0000000000000013,0.43052423535661466,0.43052423535661466
ADA,2024-07-18 00:00:00+00:00,0.9940869260234233,0.9946443055747686,0.5490661719058612,1.0000000000000007,0.4509338280941395,0.4509338280941395
ADA,2024-08-17 00:00:00+00:00,0.9954031744036423,0.9949307140939434,0.556410325538871,0.9999999999999993,0.44358967446112824,0.44358967446112824
ADA,2024-09-16 00:00:00+00:00,0.9980122474272419,0.9982952574390581,0.6138450187347075,1.0000000000000022,0.38615498126529474,0.38615498126529474
ADA,2024-10-16 00:00:00+00:00,0.9990780816158358,0.9987020113092353,0.6284879161611481,1.0000000000000009,0.37151208383885287,0.37151208383885287
ADA,2024-11-15 00:00:00+00:00,0.998753402369252,0.998909015622509,0.6517820242426858,0.9999999999999991,0.3482179757573133,0.3482179757573133
ADA,2024-12-15 00:00:00+00:00,0.9995109013668276,0.999444063718561,0.6827557974361067,1.0000000000000004,0.3172442025638938,0.3172442025638938
ADA,2025-01-14 00:00:00+00:00,0.9962143913918345,0.9958206935535863,0.6665112095197012,1.0,0.33348879048029884,0.33348879048029884
ADA,2025-02-13 00:00:00+00:00,0.9932202518862477,0.9922042528089591,0.6531143030740656,1.0000000000000002,0.34688569692593463,0.34688569692593463
ADA,2025-03-15 00:00:00+00:00,0.9867904836656269,0.9872906439286435,0.6585858772882955,1.0000000000000013,0.34141412271170585,0.34141412271170585
ADA,2025-04-14 00:00:00+00:00,0.9875609101239696,0.9889847682299254,0.6488088417851254,0.9999999999999986,0.3511911582148731,0.3511911582148731
ADA,2025-05-14 00:00:00+00:00,0.9947480493936577,0.9943601568719607,0.6278050041983749,1.0000000000000004,0.3721949958016255,0.3721949958016255
ADA,2025-06-13 00:00:00+00:00,0.9955027192505178,0.9964926209906938,0.5916481530159639,1.0000000000000004,0.4083518469840366,0.4083518469840366
ADA,2025-07-13 00:00:00+00:00,0.9943391413303803,0.9940767290286555,0.5334898269708925,1.0000000000000018,0.46651017302910924,0.46651017302910924
ADA,2025-08-12 00:00:00+00:00,0.9908191200533415,0.9899039865214317,0.5089006037057136,0.9999999999999987,0.49109939629428506,0.49109939629428506
ADA,2025-09-11 00:00:00+00:00,0.9923074937881126,0.9919167925603442,0.5549555276329633,0.9999999999999981,0.4450444723670348,0.4450444723670348
ADA,2025-10-11 00:00:00+00:00,0.9893784478907596,0.9897392306136166,0.5139472009678312,0.9999999999999998,0.4860527990321685,0.4860527990321685
ADA,2025-11-10 00:00:00+00:00,0.9876458146928279,0.9876747721531303,0.5111486990467236,0.999999999999998,0.4888513009532745,0.4888513009532745
ADA,2025-12-10 00:00:00+00:00,0.9898923417731751,0.989800738206914,0.4601180880057959,0.9999999999999987,0.5398819119942028,0.5398819119942028
ADA,2026-01-09 00:00:00+00:00,0.9944199906215284,0.9948731526857839,0.46779669738862417,0.9999999999999993,0.5322033026113752,0.5322033026113752
ADA,2026-02-08 00:00:00+00:00,0.9971079547954971,0.9972646259714646,0.49398292857821047,0.9999999999999996,0.5060170714217891,0.5060170714217891
ADA,2026-03-10 00:00:00+00:00,0.9971225693501334,0.9973440970251776,0.47159538850443716,1.0000000000000018,0.5284046114955646,0.5284046114955646
ADA,2026-04-09 00:00:00+00:00,0.9984801987783569,0.9980960645404074,0.5076764872173882,1.0000000000000022,0.49232351278261405,0.49232351278261405
BNB,2020-10-07 00:00:00+00:00,0.9921324815487312,0.9909061092750031,0.49738332551485587,1.0000000000000002,0.5026166744851444,0.5026166744851444
BNB,2020-11-06 00:00:00+00:00,0.9981555195317731,0.9986399533216285,0.5188322862472844,1.0000000000000013,0.48116771375271694,0.48116771375271694
BNB,2020-12-06 00:00:00+00:00,0.9987743871025572,0.9986956114925194,0.5076904254339263,1.0000000000000024,0.4923095745660762,0.4923095745660762
BNB,2021-01-05 00:00:00+00:00,0.9932202518862477,0.9919823791771627,0.511758846443825,1.0000000000000007,0.48824115355617576,0.48824115355617576
BNB,2021-02-04 00:00:00+00:00,0.9976709344193939,0.9977343952435934,0.5066799382954036,0.9999999999999992,0.49332006170459564,0.49332006170459564
BNB,2021-03-06 00:00:00+00:00,0.9945478440995541,0.9942787335501545,0.5029407549152074,0.9999999999999998,0.4970592450847923,0.4970592450847923
BNB,2021-04-05 00:00:00+00:00,0.9931719964714224,0.9930156272038069,0.44393051263559324,0.9999999999999983,0.5560694873644051,0.5560694873644051
BNB,2021-05-05 00:00:00+00:00,0.9900647852415221,0.9888525003005877,0.42212132602806296,1.0000000000000007,0.5778786739719377,0.5778786739719377
BNB,2021-06-04 00:00:00+00:00,0.9933897992266035,0.9935251298959493,0.4507585965867662,0.9999999999999998,0.5492414034132336,0.5492414034132336
BNB,2021-07-04 00:00:00+00:00,0.9923800813714378,0.9929107726470985,0.42867030805325645,1.0000000000000004,0.571329691946744,0.571329691946744
BNB,2021-08-03 00:00:00+00:00,0.9919394544170358,0.9911677879173706,0.41130568680385593,0.9999999999999996,0.5886943131961436,0.5886943131961436
BNB,2021-09-02 00:00:00+00:00,0.9899994084449867,0.9887990152190129,0.3900584393360752,1.000000000000002,0.6099415606639268,0.6099415606639268
BNB,2021-10-02 00:00:00+00:00,0.9873526154608936,0.9859427591973952,0.3717765469589419,0.9999999999999993,0.6282234530410574,0.6282234530410574
BNB,2021-11-01 00:00:00+00:00,0.9922772134016146,0.9922507250741384,0.4346817879069472,1.0000000000000004,0.5653182120930532,0.5653182120930532
BNB,2021-12-01 00:00:00+00:00,0.9927285702293785,0.992372244847059,0.46376558788044775,1.0,0.5362344121195523,0.5362344121195523
BNB,2021-12-31 00:00:00+00:00,0.9956649004834967,0.9958382246637546,0.5116463592987401,0.9999999999999998,0.4883536407012597,0.4883536407012597
BNB,2022-01-30 00:00:00+00:00,0.9902395853529141,0.9901706807874663,0.53555767467268,1.0000000000000013,0.4644423253273214,0.4644423253273214
BNB,2022-03-01 00:00:00+00:00,0.984853071629395,0.9854298853118867,0.5428833324496114,1.0000000000000002,0.45711666755038877,0.45711666755038877
BNB,2022-03-31 00:00:00+00:00,0.9858143865285076,0.9863977017241459,0.5037921503780483,1.0000000000000007,0.4962078496219524,0.4962078496219524
BNB,2022-04-30 00:00:00+00:00,0.9824672142866063,0.9810780045936586,0.47436887292634544,0.9999999999999998,0.5256311270736543,0.5256311270736543
BNB,2022-05-30 00:00:00+00:00,0.9873693363410574,0.9875069377746513,0.46094957144040205,1.0000000000000004,0.5390504285595984,0.5390504285595984
BNB,2022-06-29 00:00:00+00:00,0.9819699236722613,0.9823527463752234,0.5111080377044239,1.0,0.48889196229557613,0.48889196229557613
BNB,2022-07-29 00:00:00+00:00,0.9787549579575153,0.9787578376723094,0.48717382340512627,0.9999999999999993,0.5128261765948731,0.5128261765948731
BNB,2022-08-28 00:00:00+00:00,0.9833129164315436,0.9839164401987605,0.5262022090473621,1.0,0.4737977909526378,0.4737977909526378
BNB,2022-09-27 00:00:00+00:00,0.9915421980874957,0.9907943840526654,0.4919062190711003,1.0000000000000004,0.5080937809289001,0.5080937809289001
BNB,2022-10-27 00:00:00+00:00,0.9927562105396455,0.9924848551261093,0.5740226465247428,0.9999999999999976,0.4259773534752548,0.4259773534752548
BNB,2022-11-26 00:00:00+00:00,0.9945999222336147,0.9952318028686716,0.4956078828933167,0.9999999999999991,0.5043921171066824,0.5043921171066824
BNB,2022-12-26 00:00:00+00:00,0.9950407559317015,0.9957702041201688,0.45582964748207844,1.0000000000000007,0.5441703525179222,0.5441703525179222
BNB,2023-01-25 00:00:00+00:00,0.9962907898201749,0.9961625974135261,0.47876112501505175,0.9999999999999998,0.521238874984948,0.521238874984948
BNB,2023-02-24 00:00:00+00:00,0.9970144288457256,0.9963454502688599,0.5041621885004164,1.0000000000000002,0.4958378114995838,0.4958378114995838
BNB,2023-03-26 00:00:00+00:00,0.9944987610411099,0.994634822974457,0.4806733970622197,0.9999999999999989,0.5193266029377792,0.5193266029377792
BNB,2023-04-25 00:00:00+00:00,0.997350728081952,0.9968297127241754,0.4473136227973391,1.0000000000000002,0.5526863772026611,0.5526863772026611
BNB,2023-05-25 00:00:00+00:00,0.9932181738584617,0.9934525443150074,0.44987373050678303,0.9999999999999996,0.5501262694932165,0.5501262694932165
BNB,2023-06-24 00:00:00+00:00,0.9942732931540998,0.9944056939547349,0.44719878542395286,1.0000000000000004,0.5528012145760476,0.5528012145760476
BNB,2023-07-24 00:00:00+00:00,0.9946921614467703,0.9940935807177862,0.48719281538945725,0.9999999999999998,0.5128071846105425,0.5128071846105425
BNB,2023-08-23 00:00:00+00:00,0.9965828220527104,0.9970815119478426,0.5076665626981995,0.9999999999999993,0.4923334373017998,0.4923334373017998
BNB,2023-09-22 00:00:00+00:00,0.9951663958576548,0.9945609631736145,0.5196818014669431,1.0000000000000009,0.4803181985330578,0.4803181985330578
BNB,2023-10-22 00:00:00+00:00,0.9960975777558868,0.9957707526613636,0.4996288759773493,1.0000000000000018,0.5003711240226525,0.5003711240226525
BNB,2023-11-21 00:00:00+00:00,0.997928697698687,0.9977176105204079,0.533363025284847,0.9999999999999989,0.46663697471515186,0.46663697471515186
BNB,2023-12-21 00:00:00+00:00,0.9953592494291184,0.9957249644477232,0.5119929243948451,1.0,0.4880070756051548,0.4880070756051548
BNB,2024-01-20 00:00:00+00:00,0.9982884650914456,0.9983602495151784,0.4992223601460979,0.9999999999999987,0.5007776398539008,0.5007776398539008
BNB,2024-02-19 00:00:00+00:00,0.9954285240960006,0.9944677146602066,0.49124935778960077,0.9999999999999993,0.5087506422103986,0.5087506422103986
BNB,2024-03-20 00:00:00+00:00,0.986379962858202,0.9865993822885247,0.5078844765804251,0.9999999999999991,0.492115523419574,0.492115523419574
BNB,2024-04-19 00:00:00+00:00,0.991137335673544,0.9915365112902312,0.5527581094716674,1.0000000000000004,0.4472418905283331,0.4472418905283331
BNB,2024-05-19 00:00:00+00:00,0.9976135246411814,0.9977897461654067,0.5630046596776892,1.000000000000001,0.43699534032231185,0.43699534032231185
BNB,2024-06-18 00:00:00+00:00,0.9980827694370805,0.9977619865200315,0.5460802027754654,0.9999999999999998,0.4539197972245343,0.4539197972245343
BNB,2024-07-18 00:00:00+00:00,0.9956591341295705,0.9956322746934066,0.516074683556163,0.9999999999999987,0.48392531644383563,0.48392531644383563
BNB,2024-08-17 00:00:00+00:00,0.9950543915773391,0.9953081578598263,0.5730618075253939,1.0000000000000007,0.4269381924746068,0.4269381924746068
BNB,2024-09-16 00:00:00+00:00,0.9978336694259049,0.9974691015681278,0.561396670260016,0.9999999999999996,0.4386033297399835,0.4386033297399835
BNB,2024-10-16 00:00:00+00:00,0.9973783865974597,0.9971688350260868,0.543670437583148,0.9999999999999996,0.4563295624168515,0.4563295624168515
BNB,2024-11-15 00:00:00+00:00,0.9960975777558868,0.9959070937810776,0.6187824076996593,1.0,0.38121759230034064,0.38121759230034064
BNB,2024-12-15 00:00:00+00:00,0.9927989878603821,0.9930546729686824,0.6267414484956773,1.0000000000000004,0.37325855150432324,0.37325855150432324
BNB,2025-01-14 00:00:00+00:00,0.994436530747778,0.9944165072668899,0.646441676545418,1.0000000000000018,0.3535583234545839,0.3535583234545839
BNB,2025-02-13 00:00:00+00:00,0.9977085529139633,0.9974797132403812,0.5485357524244927,0.9999999999999982,0.45146424757550546,0.45146424757550546
BNB,2025-03-15 00:00:00+00:00,0.9971470951213918,0.9974697809870345,0.4815091403739862,0.9999999999999998,0.5184908596260136,0.5184908596260136
BNB,2025-04-14 00:00:00+00:00,0.9972772254049548,0.9970852789647695,0.44173216817865557,1.0000000000000004,0.5582678318213449,0.5582678318213449
BNB,2025-05-14 00:00:00+00:00,0.9965647202060995,0.9967787074720719,0.4118080190514847,0.9999999999999996,0.5881919809485149,0.5881919809485149
BNB,2025-06-13 00:00:00+00:00,0.9978836093856621,0.9981632715428721,0.4045640378388383,0.9999999999999993,0.595435962161161,0.595435962161161
BNB,2025-07-13 00:00:00+00:00,0.9933549283332459,0.9927111469121986,0.37460567658184063,1.0000000000000002,0.6253943234181596,0.6253943234181596
BNB,2025-08-12 00:00:00+00:00,0.9981134086197468,0.9983725292213328,0.36313324592137564,1.0,0.6368667540786244,0.6368667540786244
BNB,2025-09-11 00:00:00+00:00,0.9990780816158358,0.9988424429880401,0.39835286904034484,0.9999999999999994,0.6016471309596546,0.6016471309596546
BNB,2025-10-11 00:00:00+00:00,0.9978205571942789,0.9980273596322841,0.4050810153886162,1.0000000000000013,0.5949189846113851,0.5949189846113851
BNB,2025-11-10 00:00:00+00:00,0.99715660131047,0.997783396515513,0.42625101620081085,1.0000000000000004,0.5737489837991896,0.5737489837991896
BNB,2025-12-10 00:00:00+00:00,0.9967776502997377,0.9967571788457162,0.4520415543403953,1.0000000000000004,0.5479584456596052,0.5479584456596052
BNB,2026-01-09 00:00:00+00:00,0.9979498238774079,0.9983301749098448,0.4641620579643684,0.9999999999999989,0.5358379420356305,0.5358379420356305
BNB,2026-02-08 00:00:00+00:00,0.9974627323622677,0.9978671872885717,0.46619627922763907,0.9999999999999993,0.5338037207723603,0.5338037207723603
BNB,2026-03-10 00:00:00+00:00,0.9966620357239319,0.9969665760933901,0.44823262657648266,1.0000000000000002,0.5517673734235176,0.5517673734235176
BNB,2026-04-09 00:00:00+00:00,0.999099066349141,0.9994084517057354,0.4901878400803398,1.0000000000000007,0.5098121599196609,0.5098121599196609
BTC,2020-10-07 00:00:00+00:00,0.9910547119491971,0.9915743167769467,0.4973622746613763,1.0,0.5026377253386237,0.5026377253386237
BTC,2020-11-06 00:00:00+00:00,0.9878817907336909,0.9873402075117393,0.4700631923826949,0.9999999999999996,0.5299368076173047,0.5299368076173047
BTC,2020-12-06 00:00:00+00:00,0.991054711949197,0.9916886125960279,0.47340313620081176,1.0000000000000004,0.5265968637991887,0.5265968637991887
BTC,2021-01-05 00:00:00+00:00,0.9957776200497517,0.9961456987441794,0.46742621101573767,0.9999999999999996,0.5325737889842619,0.5325737889842619
BTC,2021-02-04 00:00:00+00:00,0.9991862221202438,0.9993794407730253,0.49727981677459765,0.9999999999999984,0.5027201832254008,0.5027201832254008
BTC,2021-03-06 00:00:00+00:00,0.9999292719874608,0.9999437100080595,0.46314963282544597,1.0000000000000002,0.5368503671745543,0.5368503671745543
BTC,2021-04-05 00:00:00+00:00,0.9988499228840172,0.9984523057310614,0.49146512034177725,1.0000000000000009,0.5085348796582236,0.5085348796582236
BTC,2021-05-05 00:00:00+00:00,0.9973570982606209,0.9977251689459203,0.49410075493821315,0.999999999999998,0.5058992450617849,0.5058992450617849
BTC,2021-06-04 00:00:00+00:00,0.9964836433916386,0.9965941717910904,0.5285021820969333,1.0000000000000022,0.47149781790306894,0.47149781790306894
BTC,2021-07-04 00:00:00+00:00,0.9960849206055782,0.9959844071393069,0.4967141633360792,0.9999999999999994,0.5032858366639202,0.5032858366639202
BTC,2021-08-03 00:00:00+00:00,0.9946677971879194,0.9943278704994978,0.41991449544339465,0.9999999999999987,0.580085504556604,0.580085504556604
BTC,2021-09-02 00:00:00+00:00,0.9955509396620813,0.9957485336298526,0.4841139312195255,1.0000000000000002,0.5158860687804747,0.5158860687804747
BTC,2021-10-02 00:00:00+00:00,0.9962538110017355,0.9961723863590756,0.4575083207427513,0.999999999999998,0.5424916792572467,0.5424916792572467
BTC,2021-11-01 00:00:00+00:00,0.9952727133003826,0.995335483575355,0.5004162335073623,1.0,0.49958376649263764,0.49958376649263764
BTC,2021-12-01 00:00:00+00:00,0.9971726909430946,0.9972829312336716,0.4872282022089952,0.9999999999999991,0.5127717977910039,0.5127717977910039
BTC,2021-12-31 00:00:00+00:00,0.9988499228840172,0.9988343837644078,0.484674231055774,0.9999999999999996,0.5153257689442255,0.5153257689442255
BTC,2022-01-30 00:00:00+00:00,0.9977754688812541,0.9981006211882213,0.5009148229552922,0.9999999999999993,0.49908517704470706,0.49908517704470706
BTC,2022-03-01 00:00:00+00:00,0.9962639962789525,0.996230331702806,0.42257267183818226,1.000000000000001,0.5774273281618189,0.5774273281618189
BTC,2022-03-31 00:00:00+00:00,0.9976135246411814,0.9972723495963964,0.4777942196945355,0.9999999999999987,0.5222057803054632,0.5222057803054632
BTC,2022-04-30 00:00:00+00:00,0.9916341599100803,0.992803606032197,0.47122167603876364,1.0000000000000002,0.5287783239612366,0.5287783239612366
BTC,2022-05-30 00:00:00+00:00,0.9909790735761745,0.992356167892685,0.46537304072396146,1.0000000000000002,0.5346269592760388,0.5346269592760388
BTC,2022-06-29 00:00:00+00:00,0.9974507896346703,0.9977443893921916,0.5965450795071516,1.0000000000000002,0.40345492049284865,0.40345492049284865
BTC,2022-07-29 00:00:00+00:00,0.9992873833127487,0.9993794407730254,0.5275664051603914,0.9999999999999998,0.4724335948396083,0.4724335948396083
BTC,2022-08-28 00:00:00+00:00,0.9976049289836486,0.9975736465994387,0.6034058762452081,1.0000000000000004,0.3965941237547923,0.3965941237547923
BTC,2022-09-27 00:00:00+00:00,0.9977060901761534,0.9976221618709995,0.5514455726154055,0.9999999999999987,0.4485544273845932,0.4485544273845932
BTC,2022-10-27 00:00:00+00:00,0.9978416833729999,0.9974822487530555,0.5861467455808248,0.9999999999999998,0.413853254419175,0.413853254419175
BTC,2022-11-26 00:00:00+00:00,0.9959787366422695,0.9958785925201807,0.5575851908299531,0.9999999999999984,0.4424148091700454,0.4424148091700454
BTC,2022-12-26 00:00:00+00:00,0.9980122474272419,0.9979919756779334,0.5180100586018466,1.0000000000000013,0.4819899413981547,0.4819899413981547
BTC,2023-01-25 00:00:00+00:00,0.9958129773036487,0.996085690600894,0.550672935734925,1.0000000000000007,0.4493270642650756,0.4493270642650756
BTC,2023-02-24 00:00:00+00:00,0.9970730515819151,0.9973449106728677,0.46789400977355133,0.999999999999998,0.5321059902264467,0.5321059902264467
BTC,2023-03-26 00:00:00+00:00,0.9991862221202438,0.9988503572662879,0.5377737462231467,1.0000000000000007,0.46222625377685406,0.46222625377685406
BTC,2023-04-25 00:00:00+00:00,0.9987743871025572,0.9986766654423781,0.5232610435978962,1.0000000000000022,0.476738956402106,0.476738956402106
BTC,2023-05-25 00:00:00+00:00,0.9965816422505522,0.9967151888593598,0.5066514002276565,1.0000000000000004,0.49334859977234385,0.49334859977234385
BTC,2023-06-24 00:00:00+00:00,0.9928865845575118,0.9936609928767449,0.49104916736128246,0.9999999999999998,0.5089508326387173,0.5089508326387173
BTC,2023-07-24 00:00:00+00:00,0.9895963256150031,0.9883930589311202,0.5078411043425595,1.0000000000000007,0.49215889565744125,0.49215889565744125
BTC,2023-08-23 00:00:00+00:00,0.9884757940243685,0.9892565119512234,0.5322371328327464,0.9999999999999996,0.4677628671672531,0.4677628671672531
BTC,2023-09-22 00:00:00+00:00,0.9900237833521781,0.9905231176503642,0.5520185764174241,1.0000000000000022,0.44798142358257814,0.44798142358257814
BTC,2023-10-22 00:00:00+00:00,0.9838414541947551,0.9850903726485468,0.5457077028759725,1.0000000000000013,0.4542922971240289,0.4542922971240289
BTC,2023-11-21 00:00:00+00:00,0.9962248123213352,0.9962462493610079,0.5838342234816061,0.9999999999999984,0.4161657765183924,0.4161657765183924
BTC,2023-12-21 00:00:00+00:00,0.9994027608624196,0.9996202718411249,0.5351713010264523,1.0000000000000009,0.46482869897354856,0.46482869897354856
BTC,2024-01-20 00:00:00+00:00,0.9975714137291553,0.9968914407384049,0.5214238355529754,1.0000000000000009,0.47857616444702544,0.47857616444702544
BTC,2024-02-19 00:00:00+00:00,0.9854447630213926,0.9839551329570747,0.5019349053285254,1.0,0.4980650946714747,0.4980650946714747
BTC,2024-03-20 00:00:00+00:00,0.9905306577191457,0.991139548159206,0.5023051193404243,1.0000000000000004,0.4976948806595761,0.4976948806595761
BTC,2024-04-19 00:00:00+00:00,0.9865059541820586,0.987106357951599,0.5008017522714721,1.0000000000000009,0.4991982477285289,0.4991982477285289
BTC,2024-05-19 00:00:00+00:00,0.9868948506083773,0.985032769083563,0.5551383458050031,0.9999999999999996,0.44486165419499646,0.44486165419499646
BTC,2024-06-18 00:00:00+00:00,0.9943488289355599,0.9944129849586777,0.563347287998393,0.9999999999999973,0.4366527120016044,0.4366527120016044
BTC,2024-07-18 00:00:00+00:00,0.9959757123101597,0.9964159375942868,0.6100886179960142,0.9999999999999971,0.3899113820039829,0.3899113820039829
BTC,2024-08-17 00:00:00+00:00,0.9943205181124121,0.993516646038662,0.6393379888586752,1.0000000000000016,0.3606620111413263,0.3606620111413263
BTC,2024-09-16 00:00:00+00:00,0.9941220036604653,0.9942373511733661,0.7382142687928056,1.0,0.2617857312071944,0.2617857312071944
BTC,2024-10-16 00:00:00+00:00,0.9929900151266432,0.992875077156104,0.7173149994507607,1.0000000000000002,0.2826850005492395,0.2826850005492395
BTC,2024-11-15 00:00:00+00:00,0.9909301606365166,0.9909593057013633,0.7412828320599412,1.0000000000000004,0.2587171679400593,0.2587171679400593
